CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
00.000.000/0001-91;2024-12-31;1;BCO BRASIL S.A.;5730834040;0;5730834040;22786568;0;22786568
00.000.208/0001-00;2024-12-31;3;BRB BANCO DE BRASILIA S.A.;284785449;113056415;397841864;0;0;0
00.001.180/0001-26;2024-12-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2027011;280088;2307099;52224;7241;59465
00.070.698/0001-11;2024-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;35920890;36161025;72081915;0;0;0
00.080.671/0001-00;2024-12-31;1;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.194.724/0001-13;2024-12-31;1;AUREN OPERAÇÕES S.A.;2031549574;0;2031549574;0;0;0
00.242.184/0001-04;2024-12-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;346494097;0;346494097;293444;0;293444
00.336.701/0001-04;2024-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;67975599;18407491;86383090;193;0;193
00.357.038/0001-16;2024-12-31;2;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;168044751;0;168044751;10713;0;10713
00.359.742/0001-08;2024-12-31;4;FICTOR ALIMENTOS S.A.;23804898;0;23804898;0;0;0
00.383.281/0001-09;2024-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.389.481/0001-79;2024-12-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;212;0;212;0;0;0
00.644.907/0001-93;2024-12-31;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.743.065/0001-27;2024-12-31;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.776.574/0001-56;2024-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;200244252;0;200244252;74;0;74
00.864.214/0001-06;2024-12-31;1;ENERGISA S.A.;887231247;1402193416;2289424663;754475;3017900;3772375
00.873.894/0001-24;2024-12-31;1;LETS RENT A CAR S/A;579;0;579;0;0;0
00.897.864/0001-58;2024-12-31;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.924.429/0001-75;2024-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.938.574/0001-05;2024-12-31;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.974.211/0001-25;2024-12-31;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.979.969/0001-56;2024-12-31;1;CAIXA ADM DIV PUB ESTADUAL SA;2402611661;0;2402611661;0;0;0
01.027.058/0001-91;2024-12-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2668174120;0;2668174120;5842;0;5842
01.083.200/0001-18;2024-12-31;2;NEOENERGIA S.A.;1213797248;0;1213797248;640674;0;640674
01.104.937/0001-70;2024-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764889;0;11764889;0;0;0
01.107.327/0001-20;2024-12-31;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.258.944/0001-26;2024-12-31;1;RUMO MALHA SUL S.A.;315866393927623;480557389696029;796423783623652;0;0;0
01.319.044/0001-41;2024-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.417.222/0001-77;2024-12-31;1;MRS LOGISTICA S.A.;187210;150767;337977;0;0;0
01.543.032/0001-04;2024-12-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.545.826/0001-07;2024-12-31;1;GAFISA S.A.;115936;0;115936;32913;0;32913
01.548.981/0001-79;2024-12-31;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.599.101/0001-93;2024-12-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;22805854;0;22805854;0;0;0
01.616.929/0001-02;2024-12-31;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.637.895/0001-32;2024-12-31;1;VOTORANTIM CIMENTOS S.A.;9225042782;300571428;9525614210;0;0;0
01.838.723/0001-27;2024-12-31;1;BRF S.A.;1682473246;0;1682473246;61629171;0;61629171
01.851.771/0001-55;2024-12-31;1;524 PARTICIPACOES S.A.;10116536859;0;10116536859;0;0;0
01.896.779/0001-38;2024-12-31;2;CSU DIGITAL S.A.;41800;0;41800;519;0;519
01.917.818/0001-36;2024-12-31;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.938.783/0001-11;2024-12-31;2;CIA PARTICIPACOES ALIANCA DA BAHIA;9495733;9412283;18908016;2271;350;2621
01.957.772/0001-89;2024-12-31;1;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.968.293/0001-68;2024-12-31;1;ELETRORIVER S.A.;30829941;30829941;61659882;0;0;0
01.989.044/0001-59;2024-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
02.016.440/0001-62;2024-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.507/0001-69;2024-12-31;1;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;499362292202;0;499362292202;6540876;0;6540876
02.041.460/0001-93;2024-12-31;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;32872880971;0;32872880971;0;0;0
02.062.747/0001-08;2024-12-31;2;SUDESTE S.A.;7521985933556;0;7521985933556;0;0;0
02.149.205/0001-69;2024-12-31;1;PORTO SEGURO S.A.;646586;0;646586;6118;0;6118
02.193.750/0001-52;2024-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;103538833;5771805;109310638;262281;361279;623560
02.201.787/0001-85;2024-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.217.319/0001-07;2024-12-31;1;YBYRÁ CAPITAL S.A.;116574;116574;233148;0;0;0
02.255.187/0001-08;2024-12-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000041;0;9000041
02.258.422/0001-97;2024-12-31;2;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.281.836/0001-37;2024-12-31;1;TRANSNORDESTINA LOGISTICA SA;28313622;27649471;55963093;0;0;0
02.286.479/0001-08;2024-12-31;1;LOCALIZA FLEET S.A.;637869842;0;637869842;0;0;0
02.291.077/0001-93;2024-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.302.100/0001-06;2024-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.101/0001-42;2024-12-31;3;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.328.280/0001-97;2024-12-31;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.338.534/0001-58;2024-12-31;1;LONGDIS S.A.;11035292;0;11035292;0;0;0
02.351.144/0001-18;2024-12-31;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.877/0001-52;2024-12-31;1;LWSA S/A;562886478;0;562886478;4550829;0;4550829
02.357.251/0001-53;2024-12-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.365.069/0001-44;2024-12-31;1;PADTEC HOLDING S.A.;79469626;0;79469626;0;0;0
02.382.073/0001-10;2024-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;1854868949;0;1854868949;4172689;0;4172689
02.397.080/0001-96;2024-12-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;85060;0;85060;0;0;0
02.421.421/0001-11;2024-12-31;1;TIM S.A.;2420804398;0;2420804398;201320;0;201320
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.451.848/0001-62;2024-12-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.502.844/0001-66;2024-12-31;1;RUMO MALHA PAULISTA S.A.;3389672517622;6267908826998;9657581344620;0;0;0
02.509.491/0001-26;2024-12-31;1;CONC ECOVIAS IMIGRANTES S.A.;262452;0;262452;0;0;0
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;6729518;4297542;11027060;0;0;0
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;1630643696;0;1630643696;3961092;0;3961092
02.560.878/0001-07;2024-12-31;1;HOSPITAL ANCHIETA S.A.;62783;0;62783;0;0;0
02.591.787/0001-39;2024-12-31;1;CAPITALPART PARTICIPACOES S.A.;815;1470;2285;0;0;0
02.600.854/0001-34;2024-12-31;1;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;15865086849;0;15865086849;0;0;0
02.635.522/0001-95;2024-03-31;1;JALLES MACHADO S.A.;303541864;0;303541864;1994200;0;1994200
02.664.042/0001-52;2024-12-31;1;TERMINAL GARAGEM MENEZES CORTES S.A.;526306;0;526306;0;0;0
02.724.983/0001-34;2024-12-31;1;SANESALTO SANEAMENTO S.A.;5353341;0;5353341;0;0;0
02.762.121/0001-04;2024-12-31;1;SANTOS BRASIL PARTICIPACOES S.A.;864170;0;864170;4070;0;4070
02.762.124/0001-30;2024-12-31;1;BETAPART PARTICIPACOES S.A.;2761620;0;2761620;0;0;0
02.796.775/0001-40;2024-12-31;1;GAMA PARTICIPACOES S.A.;1935716;0;1935716;0;0;0
02.800.026/0001-40;2024-12-31;1;COGNA EDUCAÇÃO S.A.;1876606210;0;1876606210;32264869;0;32264869
02.846.056/0001-97;2024-12-31;1;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2020000000;0;2020000000;9884118;0;9884118
02.860.694/0001-62;2024-12-31;1;T4F ENTRETENIMENTO S.A.;67413;0;67413;0;0;0
02.916.265/0001-60;2024-12-31;1;JBS S.A.;2218116370;0;2218116370;0;0;0
02.919.555/0001-67;2024-12-31;1;ARTERIS S.A.;760338900;0;760338900;0;0;0
02.932.074/0001-91;2024-12-31;1;HYPERA S.A.;633420823;0;633420823;723554;0;723554
02.950.811/0001-89;2024-12-31;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;1743505;0;1743505;10;0;10
02.992.449/0001-09;2024-12-31;1;PROMPT PARTICIPACOES S.A.;14255137226;0;14255137226;0;0;0
02.998.301/0001-81;2024-12-31;1;RIO PARANAPANEMA ENERGIA S.A.;31477761;62955522;94433283;0;0;0
02.998.611/0001-04;2024-12-31;1;ISA ENERGIA BRASIL;257937732;400945572;658883304;0;0;0
03.014.553/0001-91;2024-12-31;3;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;176000;0;176000;2493;0;2493
03.025.305/0001-46;2024-12-31;1;RODOVIAS DAS COLINAS S.A.;74220;0;74220;0;0;0
03.207.703/0001-83;2024-12-31;1;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;4763110;0;4763110;0;0;0
03.220.438/0001-73;2024-12-31;3;EQUATORIAL S.A.;1249258717;0;1249258717;0;0;0
03.279.285/0001-30;2024-12-31;2;ORIZON MEIO AMBIENTE S.A.;3510;0;3510;0;0;0
03.303.999/0001-36;2024-12-31;1;DTCOM - DIRECT TO COMPANY S.A.;10680476;450655;11131131;0;0;0
03.342.704/0001-30;2024-12-31;2;PETRORECÔNCAVO S.A.;293452126;0;293452126;352936;0;352936
03.378.521/0001-75;2024-12-31;1;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;372555324;0;372555324;0;0;0
03.467.321/0001-99;2024-12-31;1;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;75529774;143412165;218941939;0;0;0
03.538.833/0001-07;2024-12-31;1;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;451303226;0;451303226;0;0;0
03.758.318/0001-24;2024-12-31;2;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;143057124;286114248;429171372;0;0;0
03.767.538/0001-14;2024-12-31;1;BRAZILIAN SECURITIES CIA SECURITIZACAO;77864966;0;77864966;0;0;0
03.795.050/0001-09;2024-12-31;1;TERMOPERNAMBUCO S.A.;433894;0;433894;0;0;0
03.802.115/0001-98;2024-12-31;1;CLEAR SALE S.A.;187926060;0;187926060;0;0;0
03.820.456/0001-96;2024-12-31;1;BSB ENERGÉTICA S.A.;3028501;0;3028501;0;0;0
03.847.461/0001-92;2024-12-31;1;BRADESPAR S.A.;137990;255107;393097;0;0;0
03.853.896/0001-40;2024-12-31;1;MARFRIG GLOBAL FOODS S.A.;886000000;0;886000000;3769575;0;3769575
03.953.509/0001-47;2024-12-31;1;CPFL GERACAO DE ENERGIA S.A.;225137769366;0;225137769366;0;0;0
03.983.431/0001-03;2024-12-31;1;EDP - ENERGIAS DO BRASIL S.A.;545100;0;545100;0;0;0
04.030.182/0001-02;2024-12-31;1;CABINDA PARTICIPACOES S.A.;2548000;5096000;7644000;0;0;0
04.031.213/0001-31;2024-12-31;1;CACONDE PARTICIPACOES S.A.;793211;1586542;2379753;0;0;0
04.032.433/0001-80;2024-12-31;1;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;26710356;0;26710356;0;0;0
04.038.763/0001-82;2024-12-31;1;CAIANDA PARTICIPACOES S.A.;776869;1553254;2330123;0;0;0
04.065.053/0001-41;2024-12-31;1;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;15000000;0;15000000;0;0;0
04.069.709/0001-02;2024-12-31;1;BIONEXO S.A.;188025353;0;188025353;0;0;0
04.089.570/0001-50;2024-12-31;1;ÁGUAS GUARIROBA S.A;331012035;0;331012035;0;0;0
04.149.454/0001-80;2024-12-31;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;696334;0;696334;713;0;713
04.172.213/0001-51;2024-12-31;1;CIA PIRATININGA DE FORCA E LUZ;53096770180;0;53096770180;0;0;0
04.212.396/0001-91;2024-12-31;1;VOKE S.A.;27123015;0;27123015;0;0;0
04.368.865/0001-66;2024-12-31;1;LIGGA TELECOMUNICAÇÕES S.A.;749146899;0;749146899;0;0;0
04.368.898/0001-06;2024-12-31;1;COPEL DISTRIBUIÇÃO S.A.;5372205949;0;5372205949;0;0;0
04.370.282/0001-70;2024-12-31;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;6242757424;0;6242757424;0;0;0
04.423.567/0001-21;2024-12-31;1;ENEVA S.A;1932592;0;1932592;1202;0;1202
04.601.397/0001-28;2024-12-31;1;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;438007537;0;438007537;0;0;0
04.626.426/0001-06;2024-12-31;1;BTG PACTUAL COMMODITIES SERTRADING S.A.;4214287450;0;4214287450;0;0;0
04.739.720/0001-24;2024-12-31;1;USINA TERMELÉTRICA PAMPA SUL S.A.;1268041000;0;1268041000;0;0;0
04.752.991/0001-10;2024-12-31;1;BIOMM S.A.;126841481;0;126841481;0;0;0
04.821.041/0001-08;2024-12-31;1;METALFRIO SOLUTIONS S.A.;6286293;0;6286293;0;0;0
04.895.728/0001-80;2024-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2204620569;4453438;2209074007;0;0;0
04.902.979/0001-44;2024-12-31;1;BCO AMAZONIA S.A.;56058315;0;56058315;0;0;0
04.912.242/0001-02;2024-12-31;1;PORTUENSE FERRAGENS S/A;24;5;29;0;0;0
04.913.711/0001-08;2024-12-31;1;BCO ESTADO DO PARA S.A.;9521649;0;9521649;0;0;0
04.972.092/0001-22;2024-12-31;1;GRUPO FARTURA DE HORTIFRUT S.A.;2781220;0;2781220;0;0;0
04.986.320/0001-13;2024-12-31;2;SER EDUCACIONAL S.A.;128721560;0;128721560;2100900;0;2100900
04.992.714/0001-84;2024-12-31;2;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;2312328578;0;2312328578;0;0;0
05.197.443/0001-38;2024-12-31;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;7539463263;0;7539463263;119673213;0;119673213
05.303.439/0001-07;2024-12-31;2;UNIGEL PARTICIPAÇÕES S.A.;920962726;0;920962726;0;0;0
05.336.882/0001-84;2024-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;20000;0;20000;0;0;0
05.878.397/0001-32;2024-12-31;1;ALLOS S.A.;542936909;0;542936909;36230548;0;36230548
05.917.486/0001-40;2024-12-31;2;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;64663;0;64663;1202;0;1202
06.016.348/0001-53;2024-12-31;1;VENTOS DO SUL ENERGIA S.A.;140964000;0;140964000;0;0;0
06.047.087/0001-39;2024-12-31;1;REDE D'OR SÃO LUIZ S.A.;2289292590;0;2289292590;69172994;0;69172994
06.057.223/0001-71;2024-12-31;2;SENDAS DISTRIBUIDORA S.A.;1352215647;0;1352215647;3800000;0;3800000
06.164.253/0001-87;2024-12-31;2;GOL LINHAS AEREAS INTELIGENTES S.A.;2863682500;338594335;3202276835;2109;0;2109
06.272.793/0001-84;2024-12-31;1;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;161318939;2864960;164183899;0;0;0
06.347.409/0001-65;2024-12-31;1;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;4809277645;0;4809277645;0;0;0
06.626.253/0001-51;2024-12-31;2;EMPREENDIMENTOS PAGUE MENOS S.A.;569249470;0;569249470;7353440;0;7353440
06.977.745/0001-91;2024-12-31;1;BR MALLS PARTICIPACOES S.A.;819720;0;819720;0;0;0
06.981.176/0001-58;2024-12-31;2;CEMIG GERACAO E TRANSMISSAO S.A.;2896785;0;2896785;0;0;0
06.981.180/0001-16;2024-12-31;1;CEMIG DISTRIBUICAO S.A.;2359113;0;2359113;0;0;0
06.981.381/0001-13;2024-03-31;3;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;320748000;0;320748000;0;0;0
07.040.108/0001-57;2024-12-31;1;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;190575733;58564;190634297;0;0;0
07.043.628/0001-13;2024-12-31;1;CLARO TELECOM PARTICIPAÇÕES S.A.;251307343;0;251307343;0;0;0
07.047.251/0001-70;2024-12-31;1;CIA ENERGETICA DO CEARA - COELCE;48067937;29787344;77855281;0;0;0
07.119.838/0001-48;2024-12-31;1;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;616708;0;616708;0;0;0
07.206.816/0001-15;2024-12-31;1;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;339000000;0;339000000;3773296;0;3773296
07.237.373/0001-20;2024-12-31;1;BCO NORDESTE DO BRASIL S.A.;98700;0;98700;0;0;0
07.253.321/0001-47;2024-12-31;1;CARBOMIL SA MINER. E INDUSTRIA;155;66;221;0;0;0
07.275.159/0001-68;2024-12-31;1;PETROLEO LUB DO NORDESTE SA;496;1675;2171;0;79;79
07.282.377/0001-20;2024-12-31;1;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;97112;0;97112;0;0;0
07.334.600/0001-35;2024-12-31;2;MARINA DE IRACEMA PARK SA;95244;1317;96561;0;0;0
07.401.436/0001-31;2024-12-31;1;ELDORADO BRASIL CELULOSE S.A.;1525558419;0;1525558419;0;0;0
07.415.333/0001-20;2024-12-31;2;SIMPAR S.A.;873040533;0;873040533;13080182;0;13080182
07.526.557/0001-00;2024-12-31;1;AMBEV S.A.;15757657;0;15757657;29807;0;29807
07.594.978/0001-78;2024-12-31;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;586242289;0;586242289;0;0;0
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;3067987;0;3067987
07.636.657/0001-99;2024-12-31;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.659.538/0001-51;2024-12-31;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.682.638/0001-07;2024-12-31;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803517;149607088;0;0;0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;740465;0;740465;5832;0;5832
07.714.104/0001-07;2024-12-31;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.802.794/0001-56;2024-12-31;1;ESSENTIA PCHS S.A.;203708524;0;203708524;0;0;0
07.816.890/0001-53;2024-12-31;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;519163701;0;519163701;30485455;0;30485455
07.820.907/0001-46;2024-12-31;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.823.262/0001-03;2024-12-31;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.857.093/0001-14;2024-12-31;1;AURA MINERALS INC.;72399495;0;72399495;0;0;0
07.857.850/0001-50;2024-12-31;1;GP INVESTMENTS, LTD.;139458904;0;139458904;0;0;0
07.859.971/0001-30;2024-12-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.882.930/0001-65;2024-12-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
08.065.557/0001-12;2024-12-31;1;TECNISA S.A.;73619;0;73619;0;0;0
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;20588374701;0;20588374701;0;0;0
08.078.847/0001-09;2024-12-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.100.057/0001-74;2024-12-31;1;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;17554648;1000;17555648;0;0;0
08.159.965/0001-33;2024-12-31;1;IGUA SANEAMENTO S.A.;558072622;0;558072622;1448451;0;1448451
08.170.849/0001-15;2024-12-31;2;DESKTOP S.A.;115625360;0;115625360;116094;0;116094
08.213.823/0001-07;2024-12-31;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.262.121/0001-13;2024-12-31;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.294.224/0001-65;2024-12-31;1;JHSF PARTICIPACOES S.A.;679328541;0;679328541;3637400;0;3637400
08.312.229/0001-73;2024-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.324.196/0001-81;2024-12-31;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129092;38073;167165;0;0;0
08.343.492/0001-20;2024-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.364.948/0001-38;2024-12-31;1;ALUPAR INVESTIMENTO S/A;645667575;305179157;950846732;0;0;0
08.397.078/0001-01;2024-12-31;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;43385771;272756849;0;42458;42458
08.402.943/0001-52;2024-12-31;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.424.178/0001-71;2024-12-31;2;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.439.659/0001-50;2024-12-31;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.467.115/0001-00;2024-12-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68254930;0;68254930;0;0;0
08.534.605/0001-74;2024-12-31;1;RENOVA ENERGIA S.A.;124741981;124741975;249483956;0;0;0
08.560.444/0001-93;2024-12-31;2;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.574.411/0001-00;2024-12-31;1;PRÁTICA PRODUTOS S.A.;3355031;0;3355031;0;0;0
08.613.550/0001-98;2024-12-31;3;NEXPE PARTICIPAÇÕES S.A;2655;0;2655;1;0;1
08.764.621/0001-53;2024-12-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;19028769;0;19028769;53431;0;53431
08.769.451/0001-08;2024-12-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;35536642;0;35536642;0;0;0
08.773.135/0001-00;2024-12-31;2;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;113548;0;113548;0;0;0
08.795.211/0001-70;2024-12-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.797.760/0001-83;2024-12-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;1990800;0;1990800
08.801.621/0001-86;2024-12-31;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.807.432/0001-10;2024-12-31;2;YDUQS PARTICIPACOES S.A.;289089;0;289089;11371;0;11371
08.811.643/0001-27;2024-12-31;1;TRISUL S.A.;186618;0;186618;7000;0;7000
08.822.767/0001-08;2024-12-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471779;0;1471779;0;0;0
08.827.501/0001-58;2024-12-31;3;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;709956474;310300113;1020256587;0;0;0
08.845.676/0001-98;2024-12-31;2;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.873.873/0001-10;2024-12-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.902.291/0001-15;2024-12-31;2;CSN MINERAÇÃO S.A.;5485338835;0;5485338835;53294297;0;53294297
08.926.302/0001-05;2024-12-31;1;PRIO FORTE S.A.;6342218160;0;6342218160;0;0;0
08.935.054/0001-50;2024-12-31;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
09.041.168/0001-10;2024-12-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;87859;0;87859;828;0;828
09.042.817/0001-05;2024-12-31;1;BEMOBI MOBILE TECH S.A.;85608392;0;85608392;0;0;0
09.053.134/0001-45;2024-12-31;3;ELFA MEDICAMENTOS S.A.;617158337;0;617158337;0;0;0
09.054.385/0001-44;2024-12-31;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.074.183/0001-64;2024-12-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.095.183/0001-40;2024-12-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.112.685/0001-32;2024-12-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.114.805/0001-30;2024-12-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1703621;0;1703621
